,Job,Salary_Begin,Salary_End,Hourly,Monthly,Yearly,Company,Rating,Posted_Date,Posted_Month,Type,Benefits,Qualifications,Job Link,Job_simp,Job_seniority,Location_type,num_Qualifications,num_Benefits,Salary_Average,num_Type,Date_Posted_Complete
55,Manual Tester (Remote),87200.0,110000.0,0.0,0.0,1.0,Eagle Harbor Solutions,4.0,,,nan,"visioninsurance,flexiblespendingaccount,paidtimeoff,401(k)matching,healthinsurance,dentalinsurance,401(k)","apis,html5,c#,softwaretroubleshooting,3years,java,usability,arcgis,css,softwareengineering,analysisskills,git,qualityassurance,scripting,communicationskills,computerengineering,sql,bachelor'sdegree,productdevelopment,webaccessibility,softwarequalityassurance,gis,management,confluence,jira,agile,selenium,debugging,computerscience",https://www.simplyhired.com/job/BnDPl8K_pFs07-ot1kJ5lPEYct05-azCK_zgbF7fI4YlCyGvsfrEAQ,Others,,Remote,29,7,98600.0,0,nan
56,Big Data Analyst,70000.0,120000.0,0.0,0.0,1.0,Synovize,,23.0,9.0,"Permanent,Full-time","visioninsurance,flexiblespendingaccount,paidtimeoff,flexibleschedule,401(k)matching,healthinsurance,dentalinsurance,401(k)","machinelearning,datascience,r,datamodeling,powerbi,bigdata,analysisskills,tableau,spark,secretclearance,communicationskills,sql,bachelor'sdegree,datavisualization,analytics,python,hadoop,datawarehouse,master'sdegree",https://www.simplyhired.com/job/-p84glmVfr58kGaVfQr5I1iLthJ4Utr3xGALgGpY9HazuJxrXLmQuw,Analyst,,Remote,19,8,95000.0,2,23/9/2023
57,Application Support Analyst,48135.0,109286.0,0.0,0.0,1.0,Citi Trends,3.2,,,Full-time,nan,"businessrequirements,organizationalskills,erpsystems,microsoftoffice,communicationskills,it,softwaretroubleshooting,bachelor'sdegree,supplychainmanagement,generalledgeraccounting,warehousemanagementsystem,computerskills,computerscience,applicationsupport",https://www.simplyhired.com/job/75b85175SNTrzYIQfTi1D42kU0ehICC9-2e9ZFJ-dlEfY3uqpPvAZg,Analyst,,Remote,14,0,78710.5,1,nan
58,Information Services Apprentice,52800.0,66800.0,0.0,0.0,1.0,Liberty University,3.8,,,"Full-time,Apprenticeship",nan,"softwaretesting,agile,sql,communicationskills",https://www.simplyhired.com/job/X1pB-r3DzDGCOmyR16bjohGFHAoUinOdC-BGRIuqo9zCDWMrS5aEYA,Others,,Remote,4,0,59800.0,2,nan
59,Software Engineer (L4) - Consumer Engineering,110000.0,139000.0,0.0,0.0,1.0,Netflix,3.9,,,nan,nan,"growingexperience,distributedsystems,apis,oop,softwaredevelopment",https://www.simplyhired.com/job/afJAHpKJ0HblGZVsx1qpCq3ssfbk3D_tDgYEDOjcSooIxRvDJ56Keg,Software Engineer,,Remote,5,0,124500.0,0,nan
60,Database Administrator I,65900.0,83400.0,0.0,0.0,1.0,B.E.A.T. LLC,3.5,,,Full-time,"paidtimeoff,healthinsurance,dentalinsurance","comptiasecurity+,engineering,1year,bachelor'sdegree,databaseadministration,computerscience",https://www.simplyhired.com/job/umNdEr_x-5s68s4iuGbPca3FXSNijtaraUenuu07BOr4ZPJq_-ixnw,Administrator,,Remote,6,3,74650.0,1,nan
61,Senior Quality Assurance Specialist,85000.0,99000.0,0.0,0.0,1.0,Fullsteam,,6.0,10.0,Full-time,"paidtimeoff,opportunitiesforadvancement,healthinsurance,on-sitegym,continuingeducationcredits,workfromhome,lifeinsurance","jira,warehousemanagementsystem,erpsystems,qualityassurance,continuousintegration,crystalreports,testautomation,communicationskills,softwaretroubleshooting,bachelor'sdegree,mobileapplications,5years,computerscience,softwarequalityassurance",https://www.simplyhired.com/job/vljO4K-BtvXfAK9pww9qWrf-hQ6rX2JyQUZXo31DwLwAo6oSXBgvWw,Quality Assurance Engineer,senior,Physical,14,7,92000.0,1,6/10/2023
62,"Software Engineer, Product - Monetization",116002.0,168000.0,0.0,0.0,1.0,Meta,4.1,3.0,10.0,nan,nan,"machinelearning,javascript,react,ai,1year,reactnative,full-stackdevelopment,computerengineering,xhtml,bachelor'sdegree,css,mobileapplications,computerscience",https://www.simplyhired.com/job/FMTwzD6bOW2rYdQjpTpZY1bMA6jVVZpOCwqY8_acnEmm7zghhZJZkA,Software Engineer,,Remote,13,0,142001.0,0,3/10/2023
63,SR. DATA ANALYST,99000.0,106000.0,0.0,0.0,1.0,South Fulton Recording Studio,,5.0,10.0,Full-time,healthinsurance,"organizationalskills,visio,communicationskills,sql,bachelor'sdegree,datavisualization,analysisskills,python,r",https://www.simplyhired.com/job/-TRSI5bLWeFygqJTOEkz1-OAls5Hv1N8wH7adJnEEaa4E-grvQsLkA,Analyst,senior,Remote,9,1,102500.0,1,5/10/2023
64,Data Engineer (Remote),79100.0,100000.0,0.0,0.0,1.0,"Patterson Companies, Inc.",3.2,4.0,10.0,nan,nan,"datascience,computerscience,bachelor'sdegree,3years",https://www.simplyhired.com/job/JFu6pXogGlj9InJlnHfilwJrpNEcEtpNOE_eHAgd03EiBWNxvbmGug,Data Engineer,,Remote,4,0,89550.0,0,4/10/2023
65,QA Analyst,60280.0,72580.0,1.0,0.0,0.0,Helix tech IT Solutions,,,,Full-time,"401(k),healthinsurance,dentalinsurance","testautomation,under1year,operatingsystems,3years,ui,1year,c++,windows,azure,php,softwaretesting,qualityassurance,communicationskills,sql,bachelor'sdegree,mvc,ant,selenium,2years,computerscience",https://www.simplyhired.com/job/yws21qlUghTFHbk0ddTSJ37d5SiCcdWyLVNM3fjFoD1b2TyYIK95cw,Analyst,,Remote,20,3,66430.0,1,nan
66,Associate Software Engineer (Remote),72200.0,91500.0,0.0,0.0,1.0,"Patterson Companies, Inc.",3.2,3.0,10.0,nan,nan,"apis,c#,operatingsystems,databasedesign,.net,devops,applicationdevelopment,1year,github,c++,windows,azure,associate'sdegree,communicationskills,sql,bachelor'sdegree,management,oop,computerscience,visualstudio",https://www.simplyhired.com/job/poRz-cyHUGfVZ0EViZmY_Y738kF0BVaqDySYZEXEQsSYT9SJcu4JSw,Software Engineer,,Remote,20,0,81850.0,0,3/10/2023
67,Jr. Business Analyst-Marketing,53500.0,67700.0,0.0,0.0,1.0,Railbookers Group,3.6,,,Full-time,"gymmembership,visioninsurance,disabilityinsurance,healthsavingsaccount,paidtimeoff,401(k)matching,healthinsurance,employeediscount,dentalinsurance,referralprogram,401(k),workfromhome,employeeassistanceprogram,lifeinsurance","microsoftexcel,business,googleanalytics,communicationskills,marketing,bachelor'sdegree,analysisskills",https://www.simplyhired.com/job/TEsfINBNpBJ-g9lbmSMi-LFNk5Eg4YDpiEtt5w4xm0vGNGjHe5kCRw,Analyst,junior,Remote,7,14,60600.0,1,nan
68,Junior Tester,58200.0,73600.0,0.0,0.0,1.0,Astor & Sanders Corp,2.8,,,Full-time,"401(k)matching,tuitionreimbursement,healthinsurance,dentalinsurance,401(k)","ccnasecurity,sscp,sdlc,comptiasecurity+,agile,microsoftsqlserver,cnd,c#,1year,computerscience,communicationskills,selenium,bachelor'sdegree,comptiacysa+,iat,relationaldatabases,iatlevelii,gicsp",https://www.simplyhired.com/job/APovDpT6I-nQcXer0Sk5quhbHd1RQTWugzeZcqabv72askbltfH-Zw,Others,junior,Remote,18,5,65900.0,1,nan
69,Product Analyst Specialist,70000.0,90000.0,0.0,0.0,1.0,SparkX Marketing Co. Limited,,6.0,10.0,nan,"visioninsurance,unlimitedpaidtimeoff,opportunitiesforadvancement,healthinsurance,dentalinsurance","technicalsupport,ai,1year,communicationskills,python,sql,mandarin,bachelor'sdegree,analysisskills,productdevelopment,computerscience",https://www.simplyhired.com/job/3E74xEgrFd_8eoEIOezYnGpImMj8OYlqH86r-n6n44qVVf4oVaXP2g,Analyst,,Remote,11,5,80000.0,0,6/10/2023
70,"Jr Data Engineer, Technical Services",60000.0,80000.0,0.0,0.0,1.0,"Adswerve, Inc",5.0,,,nan,"401(k),parentalleave,visioninsurance,disabilityinsurance,paidtimeoff,flexibleschedule,paidparentalleave,on-the-jobtraining,401(k)matching,employeeassistanceprogram,healthinsurance,401(k)5%match,dentalinsurance,referralprogram,continuingeducationcredits,workfromhome,workfromhomestipend,lifeinsurance","googlecloudplatform,javascript,aws,html5,1year,communicationskills,full-stackdevelopment,azure,googletagmanager,sql,bachelor'sdegree,python,analytics,computerscience,management",https://www.simplyhired.com/job/VQ5OSLHeT6yeQHZ3a6-Ct9b33bb1kjnzdxHuPfwdhoRvEA12-1cWtw,Data Engineer,junior,Remote,15,18,70000.0,0,nan
71,Quality Control Tester,95000.0,105000.0,0.0,0.0,1.0,"Nationwide IT Services, Inc",3.2,22.0,9.0,Full-time,"commuterassistance,visioninsurance,disabilityinsurance,paidtimeoff,flexibleschedule,401(k)matching,tuitionreimbursement,healthinsurance,dentalinsurance,401(k),petinsurance,employeeassistanceprogram","jira,continuousintegration,qualitycontrol,agile,responsivewebdesign,scrum,testautomation,communicationskills,softwaretesting,kanban,bachelor'sdegree,webaccessibility,nis,computerscience",https://www.simplyhired.com/job/VKIUx0jADz9Gp3WdgPI8DCwHjFtoZkzLwJ8M9bgoDoR5skLrAOJdUA,Quality Assurance Engineer,,Remote,14,12,100000.0,1,22/9/2023
72,Software Engineer,80000.0,120000.0,0.0,0.0,1.0,WPROMOTE,,,,Full-time,"visioninsurance,disabilityinsurance,flexibleschedule,unlimitedpaidtimeoff,paidparentalleave,401(k)matching,healthinsurance,dentalinsurance,401(k),petinsurance,parentalleave,lifeinsurance","react,django,continuousimprovement,sdlc,ai,github,analysisskills,git,communicationskills,sql,bachelor'sdegree,python,rest,agile,softwaredevelopment,digitalmarketing,debugging,2years,computerscience,cloudinfrastructure",https://www.simplyhired.com/job/9zu6t1jHgSK_iWOENQrTlpAhDYLUWNZwBMK4_TUkUnDHlskE_DsVKw,Software Engineer,,Remote,20,12,100000.0,1,nan
73,Jr QA,65800.0,83400.0,0.0,0.0,1.0,techgenies,4.0,,,Full-time,nan,"kanban,scala,english,java,gitlab,github,analysisskills,perforce,qualityassurance,continuousintegration,communicationskills,bachelor'sdegree,rest,agile,engineering,scrum,jenkins,selenium,master'sdegree,computerscience",https://www.simplyhired.com/job/z3RzoTnKKyxQ5fADI3KsxGezPyG37LafmbugtG-Z1XsHQ0bzSFWIoQ,Others,junior,Remote,20,0,74600.0,1,nan
74,IT Database Administrator (FT) Remote Position,63200.0,80000.0,0.0,0.0,1.0,Ballad Health,2.9,,,Full-time,nan,"organizationalskills,communicationskills,bachelor'sdegree,analysisskills,customerservice,5years,computerscience,associate'sdegree",https://www.simplyhired.com/job/etfIHjsv1BYf5o2hP9znvGiHE1pPAiHIuCTSk1mebVQhicAgzvp-eg,IT Engineer,,Remote,8,0,71600.0,1,nan
75,Data and Reporting Analyst,71000.0,89900.0,0.0,0.0,1.0,Cascade Financial Services,3.2,29.0,9.0,nan,"visioninsurance,paidtimeoff,401(k)matching,healthinsurance,dentalinsurance,401(k)","bachelorofscience,business,analytics,microsoftsqlserver,microsoftoffice,3years,python,bachelor'sdegree,analysisskills,tableau,banking,computerskills,computerscience,datamining",https://www.simplyhired.com/job/XfZ7EA8l3SNHVftFGbFxEo7kg9ByoMk-Kz1w0rZbIaZ2QXwm3ZCL4Q,Analyst,,Remote,14,6,80450.0,0,29/9/2023
76,Data Analyst,79000.0,96000.0,0.0,0.0,1.0,KesarWeb,,,,Full-time,nan,"bachelorofscience,statistics,xml,microsoftexcel,processimprovement,mathematics,javascript,spss,1year,sas,sql,bachelor'sdegree,analysisskills,databasedesign,etl,computerskills,datamining",https://www.simplyhired.com/job/TjuaKRxSUo-EVBWa3ruho8inRNmO_8_A6dXESHsvMJENfAkBaRfNsQ,Analyst,,Remote,17,0,87500.0,1,nan
77,Data Analyst,89300.0,113000.0,0.0,0.0,1.0,Premier International,5.0,,,nan,"visioninsurance,disabilityinsurance,paidtimeoff,401(k)matching,healthinsurance,dentalinsurance,referralprogram,401(k),lifeinsurance","machinelearning,datascience,aws,tableau,powerbi,communicationskills,datagovernance,azure,sql,bachelor'sdegree,datavisualization,analysisskills,spark,databasedesign,etl,python,computerscience,datamodeling",https://www.simplyhired.com/job/mqLjOHrITx7sIpYZnNvpQ0Lz13YkbNr4sIJriMd61bpL1--FP95GxA,Analyst,,Remote,18,9,101150.0,0,nan
78,IT Compliance Analyst,65000.0,90000.0,0.0,0.0,1.0,Summit 7 Systems,,,,Full-time,"401(k),401(k)matching,dentalinsurance","microsoftexcel,writingskills,organizationalskills,niststandards,microsoftoffice,cmmc,computerscience,it,communicationskills,technicalwriting,fedramp,customerservice,3years,analysisskills,microsoftword,microsoftpowerpoint,associate'sdegree",https://www.simplyhired.com/job/Xu4ingiMS0d5CO-eocPBYxgfF689B1BY-VKmn6XzZnyDVyZGsA1d2g,Analyst,,Remote,17,3,77500.0,1,nan
79,"Jr. IT Administrator (Remote, U.S.)",63200.0,80000.0,0.0,0.0,1.0,Uniguest,3.2,29.0,9.0,Full-time,"visioninsurance,paidtimeoff,401(k)matching,employeeassistanceprogram,opportunitiesforadvancement,healthinsurance,dentalinsurance,referralprogram,401(k),parentalleave","vmware,aws,multilingual,softwaretroubleshooting,customerservice,linux,dns,cloudarchitecture,windows,azure,iaas,communicationskills,activedirectory,sql,bachelor'sdegree,computerskills,microsoftoffice,macos,softwaredevelopment,computerscience,cloudinfrastructure,dhcp",https://www.simplyhired.com/job/JpQy4Hwq4zWekHU-0z1lUH2F8zu5-i9Joiw1_U5Ir2f1Liak1LiJpg,IT Engineer,junior,Remote,22,10,71600.0,1,29/9/2023
80,"Support Specialist, Contract",,50000.0,1.0,0.0,0.0,Handshake,3.8,4.0,10.0,"Full-time,Contract","parentalleave,visioninsurance,paidparentalleave,401(k)matching,employeeassistanceprogram,healthinsurance,dentalinsurance,401(k),workfromhomestipend","zendesk,customersupport,communicationskills,under1year,dataanalysisskills,customerservice,computerscience",https://www.simplyhired.com/job/L347dieFM5ycDcvy8wqYIjFbOhOfFMBF4Z2glTHJ-9qjEk6atG9cKg,Others,,Remote,7,9,,2,4/10/2023
81,Data Analyst,87400.0,111000.0,0.0,0.0,1.0,NationsBenefits,2.7,28.0,9.0,Full-time,opportunitiesforadvancement,"databasemanagement,powerbi,communicationskills,3years,python,sql,bachelor'sdegree,dataanalysisskills,datavisualization,tableau,analytics,computerscience,regressionanalysis,r",https://www.simplyhired.com/job/Y6_o2EFwnKewJv7TAyWL46imCM4A0ya-pmn8MSa7SrlVF6QAJ4pZNg,Analyst,,Remote,14,1,99200.0,1,28/9/2023
82,Data Visualization Analyst,63000.0,88000.0,0.0,0.0,1.0,"JJR Solutions, LLC",4.9,26.0,9.0,Full-time,"ad&dinsurance,visioninsurance,disabilityinsurance,healthsavingsaccount,paidtimeoff,flexibleschedule,401(k)matching,healthinsurance,dentalinsurance,401(k)","business,microsoftoffice,healthcareadministration,powerbi,sas,sql,bachelor'sdegree,2years,computerscience",https://www.simplyhired.com/job/kCmjM3B215MRbJBcocIS7FpqdkYVLri2OyjchsHT5H_zJ0gB7gzJ5w,Analyst,,Remote,9,10,75500.0,1,26/9/2023
83,Technical Support Agent (Remote),38000.0,46000.0,1.0,0.0,0.0,PAR,3.7,,,nan,nan,"restaurantexperience,typing,1year,computernetworking,communicationskills,comptiaa+,softwaretroubleshooting,windows,helpdesk,pos,customerservice,analysisskills,computerskills,computerscience,management,associate'sdegree",https://www.simplyhired.com/job/BHpljIM_TB1UHybbD8whGZ6iuGj6NLwl3GpGdZ9y8q0N0m-vrBKRag,Others,,Remote,16,0,42000.0,0,nan
84,"Ring System Administrator, Ring Community Support",,58600.0,0.0,0.0,1.0,Amazon.com Services LLC,3.5,6.0,10.0,Full-time,healthinsurance,"jira,systemsanalysis,slack,bash,agile,scrum,powershell,3years,confluence,computerengineering,python,bachelor'sdegree,analysisskills,softwareengineering,debugging,computerscience,shellscripting,management",https://www.simplyhired.com/job/M50XsokPdpY8u1vmWOED6xnfzunM5MOzlcbUSPphMJqXO1g-oRTMwA,Administrator,,Remote,18,1,,1,6/10/2023
85,Desktop Support Specialist,36100.0,45700.0,0.0,0.0,1.0,AITS,3.4,,,Part-time,"paidtimeoff,flexibleschedule","2years,mcse,helpdesk,comptiaa+,communicationskills,it,softwaretroubleshooting,css,customerservice,lan,mcp,computerscience,associate'sdegree",https://www.simplyhired.com/job/GGZr0aVknK5ey4oKdski1mjp3y0FlV2c34d3LnVs0c9Z1oF_eUjxVQ,Others,,Remote,13,2,40900.0,1,nan
86,Associate Technical Support Specialist,42900.0,54300.0,0.0,0.0,1.0,Caidya,3.7,,,nan,nan,"triage,technicalsupport,microsoftoffice,1year,softwaretroubleshooting,windows,customerservice,computerskills,computerscience,associate'sdegree",https://www.simplyhired.com/job/uRr4J9BhPjK5kI7TBHFkZQFUoxdJEJ4gm0lsz-Tdg_b8MbM13cubHA,Others,,Remote,10,0,48600.0,0,nan
87,Quality Assurance Tester,65300.0,82700.0,0.0,0.0,1.0,Solve Education,1.0,,,Full-time,"internetreimbursement,meals&incidentalsstipend","writingskills,ui,qualityassurance,designpatterns,gitlab,engineering,testautomation,communicationskills,selenium,bachelor'sdegree,softwarequalityassurance,computerscience",https://www.simplyhired.com/job/rwjyD8cRrXiQ_msbfmeh9XogrTPFpXsvq7269KN2wXYx1kc-BRRf4Q,Quality Assurance Engineer,,Remote,12,2,74000.0,1,nan
88,Staff Typescript engineer (remote),124000.0,157000.0,0.0,0.0,1.0,Xata.io,4.0,30.0,9.0,nan,"paidtimeoff,flexibleschedule,stockoptions","bachelorofscience,javascript,react,sdks,typescript,vue.js,nosql,master'sdegree,bachelor'sdegree,management",https://www.simplyhired.com/job/YWJf5Tb3Tr6JMqM3FUqvQ1ag24_pfsVdtivkSfeTx5qTWgL0QUH5Ag,Others,,Remote,10,3,140500.0,0,30/9/2023
89,Software Engineer I,51000.0,98400.0,0.0,0.0,1.0,Principal Financial Group,3.9,4.0,10.0,Full-time,nan,"1year,computerscience,bachelor'sdegree,associate'sdegree",https://www.simplyhired.com/job/KOlK5R30vlKpIBvDyoqK8bE-STnfRWmVGYk_zpzbjI2AuQ2CkyYoSg,Software Engineer,,Remote,4,0,74700.0,1,4/10/2023
90,IT Specialist,63600.0,80500.0,0.0,0.0,1.0,Homelink Corporation,3.9,,,Full-time,nan,"organizationalskills,helpdesk,communicationskills,it,softwaretroubleshooting,bachelor'sdegree,customerservice,2years,computerscience",https://www.simplyhired.com/job/nIgn-OIBDHsj8fOCmHovF_TGXtSgLrG5C8XklxWjxv4hvCkod8W1Pg,IT Engineer,,Remote,9,0,72050.0,1,nan
91,Technical Support Analyst,58100.0,73600.0,0.0,0.0,1.0,Qualityze,,,,Full-time,nan,"enterprisesoftware,technicalsupport,salesforcecertification,customersupport,mobiledevices,communicationskills,it,softwaretroubleshooting,bachelor'sdegree,3years,remoteaccesssoftware,computerskills,computerscience",https://www.simplyhired.com/job/6Cy1-MSX3FgnGPsJGB8tqjjSqWMcFkHsdwYTZJG4uJIJw_nn8nDipQ,Analyst,,Remote,13,0,65850.0,1,nan
92,QA Tester,84100.0,107000.0,0.0,0.0,1.0,F&M Technologies,,,,nan,nan,"bachelorofscience,rest,writingskills,java,javascript,microservices,agile,communicationskills,selenium,bachelor'sdegree,analysisskills,3years,computerscience",https://www.simplyhired.com/job/M3MBeU2n5nUVeIsK-pStHLNyctimnlXDnik4t3mZqyWJuXErHIdgTQ,Others,,Remote,13,0,95550.0,0,nan
93,Data Engineer,90000.0,120000.0,0.0,0.0,1.0,LightBox,4.1,28.0,9.0,Full-time,"relocationassistance,retirementplan,visioninsurance,healthsavingsaccount,flexiblespendingaccount,paidtimeoff,flexibleschedule,401(k)matching,tuitionreimbursement,healthinsurance,professionaldevelopmentassistance,dentalinsurance,referralprogram,401(k),parentalleave,lifeinsurance","apis,microsoftexcel,arcgis,databases,geographicinformationsystems,git,communicationskills,sql,bachelor'sdegree,gis,microsoftword,python,organizationalskills,datawarehouse,postgresql,microsoftaccess,microsoftoffice,relationaldatabases,2years,computerscience,microsoftpowerpoint",https://www.simplyhired.com/job/Ss_kOGiGvoHgE43Qg_QBCAALXDe1aQjGqwFeMG7NN9VmGJBDwimJGQ,Data Engineer,,Remote,21,16,105000.0,1,28/9/2023
94,Hardware Data Analyst,52600.0,66600.0,0.0,0.0,1.0,HARDT HOLDINGS LLC,,5.0,10.0,Full-time,nan,"microsoftoffice,bachelor'sdegree,dataanalysisskills,analysisskills,3years,highschooldiplomaorged",https://www.simplyhired.com/job/OXnAdQJME5jVCKo40QotGqWSjQ4Twb52UnLS2k0CTGB8xR6WZfqRvA,Analyst,,Remote,6,0,59600.0,1,5/10/2023
95,Systems Analyst I,62100.0,78600.0,0.0,0.0,1.0,B.E.A.T. LLC,3.5,,,Full-time,"401(k),healthinsurance,dentalinsurance","1year,computerskills,bachelor'sdegree,comptiasecurity+",https://www.simplyhired.com/job/2MrmTBUK3HJ8yWNE6L58r7nUOvXkUVst5jOTJsQ9cIQIA9HNV-b7mQ,Analyst,,Remote,4,3,70350.0,1,nan
96,Database Administrator,83600.0,106000.0,0.0,0.0,1.0,Berkshire Hathaway Direct Insurance Company,3.9,,,Full-time,nan,"paas,microsoftsqlserver,azure,sql,bachelor'sdegree,t-sql,databaseadministration,computerscience,4years",https://www.simplyhired.com/job/d5KqIAAPCz_kLP2eXtGkYrNNWxRaNZ6EMS2eVKhgJdCSaTUGBc1n4w,Administrator,,Remote,9,0,94800.0,1,nan
97,Software Engineer,105000.0,133000.0,0.0,0.0,1.0,Ford Motor Company,4.1,6.0,10.0,Full-time,"prescriptiondruginsurance,paidtimeoff,tuitionreimbursement,healthinsurance,employeediscount,dentalinsurance,parentalleave","googlecloudplatform,java,2years,aws,electricalengineering,c#,cloudcomputing,communicationskills,azure,bachelor'sdegree,softwaredevelopment,computerscience",https://www.simplyhired.com/job/y7U8ozUe1hYhQHdR14NTYKN-hRBOW06D3esADjGTyYai3m12SU4hqA,Software Engineer,,Remote,12,7,119000.0,1,6/10/2023
98,Data Scientist (Remote),,,,,,Vail Resorts,3.8,,,Full-time,"ad&dinsurance,visioninsurance,disabilityinsurance,flexiblespendingaccount,paidtimeoff,paidparentalleave,healthinsurance,dentalinsurance,401(k),parentalleave","machinelearning,datascience,1year,communicationskills,python,sql,ci/cd,computerscience",https://www.simplyhired.com/job/aGnsPm5hnU1l-Rg44lwhkWE4HgAjOU9rOrMB8_LtHhOhSYpuMJ9LDA,Data Scientist,,Remote,8,10,,1,nan
99,Database Administrator (Mid Level),102000.0,130000.0,0.0,0.0,1.0,CRATE & BARREL,3.6,,,Full-time,nan,"googlecloudplatform,oracle,businessrequirements,sdlc,aws,microsoftsqlserver,leadership,cloudarchitecture,communicationskills,azure,bachelor'sdegree,computerscience,cloudinfrastructure,db2",https://www.simplyhired.com/job/hsShrf2WamvMW9uJKGpYu8bdTrhgItdvg8U0YQysOduALi8Hd_5Idw,Administrator,senior,Remote,14,0,116000.0,1,nan
100,Data Product Analyst,70000.0,110000.0,0.0,0.0,1.0,KeyBank,3.5,,,Full-time,nan,"agile,powerbi,communicationskills,sql,sas,master'sdegree,bachelor'sdegree,tableau,analytics,2years,python,financialservices",https://www.simplyhired.com/job/JnSuuVKL4oe1v5luQ1Tu8sBXhIlwWA08T9J9pkvmAAZrjVf46Vs9kw,Analyst,,Remote,12,0,90000.0,1,nan
101,Software Engineer,89100.0,113000.0,0.0,0.0,1.0,"FreightWaves, Inc.",,,,Full-time,"gymmembership,visioninsurance,disabilityinsurance,401(k)matching,healthinsurance,dentalinsurance,stockoptions,401(k),workfromhome,lifeinsurance","go,rest,apis,c#,json,python,graphql,2years,computerscience,back-enddevelopment",https://www.simplyhired.com/job/v_NVifiwkplI_JSyKD1wrCv9ccMrpQcXIIvn3z0xX8BAeJUtS2ljHA,Software Engineer,,Remote,10,10,101050.0,1,nan
