,Job,Salary_Begin,Salary_End,Hourly,Monthly,Yearly,Company,Rating,Posted_Date,Posted_Month,Type,Benefits,Qualifications,Job Link,Job_simp,Job_seniority,Location_type,num_Qualifications,num_Benefits,Salary_Average,num_Type
57,Application Support Analyst,48135.0,109286.0,0.0,0.0,1.0,Citi Trends,3.2,,,Full-time,nan,"computerskills,it,generalledgeraccounting,microsoftoffice,supplychainmanagement,computerscience,applicationsupport,organizationalskills,warehousemanagementsystem,businessrequirements,bachelor'sdegree,communicationskills,erpsystems,softwaretroubleshooting",https://www.simplyhired.com/job/75b85175SNTrzYIQfTi1D42kU0ehICC9-2e9ZFJ-dlEfY3uqpPvAZg,Analyst,,,14,0,78710.5,1
58,Information Services Apprentice,52800.0,66800.0,0.0,0.0,1.0,Liberty University,3.8,,,"Full-time,Apprenticeship",nan,"softwaretesting,communicationskills,sql,agile",https://www.simplyhired.com/job/X1pB-r3DzDGCOmyR16bjohGFHAoUinOdC-BGRIuqo9zCDWMrS5aEYA,Others,,,4,0,59800.0,2
59,Software Engineer (L4) - Consumer Engineering,110000.0,139000.0,0.0,0.0,1.0,Netflix,3.9,,,nan,nan,"oop,growingexperience,distributedsystems,softwaredevelopment,apis",https://www.simplyhired.com/job/afJAHpKJ0HblGZVsx1qpCq3ssfbk3D_tDgYEDOjcSooIxRvDJ56Keg,Software Engineer,,,5,0,124500.0,0
60,Database Administrator I,65900.0,83400.0,0.0,0.0,1.0,B.E.A.T. LLC,3.5,,,Full-time,"healthinsurance,paidtimeoff,dentalinsurance","engineering,computerscience,comptiasecurity+,bachelor'sdegree,1year,databaseadministration",https://www.simplyhired.com/job/umNdEr_x-5s68s4iuGbPca3FXSNijtaraUenuu07BOr4ZPJq_-ixnw,Administrator,,,6,3,74650.0,1
61,Senior Quality Assurance Specialist,85000.0,99000.0,0.0,0.0,1.0,Fullsteam,,6.0,10.0,Full-time,"healthinsurance,opportunitiesforadvancement,on-sitegym,paidtimeoff,lifeinsurance,workfromhome,continuingeducationcredits","testautomation,qualityassurance,continuousintegration,crystalreports,computerscience,5years,jira,communicationskills,warehousemanagementsystem,mobileapplications,bachelor'sdegree,softwarequalityassurance,erpsystems,softwaretroubleshooting",https://www.simplyhired.com/job/vljO4K-BtvXfAK9pww9qWrf-hQ6rX2JyQUZXo31DwLwAo6oSXBgvWw,Quality Assurance Engineer,senior,Physical,14,7,92000.0,1
62,"Software Engineer, Product - Monetization",116002.0,168000.0,0.0,0.0,1.0,Meta,4.1,3.0,10.0,nan,nan,"computerengineering,javascript,css,computerscience,reactnative,react,machinelearning,ai,mobileapplications,bachelor'sdegree,1year,full-stackdevelopment,xhtml",https://www.simplyhired.com/job/FMTwzD6bOW2rYdQjpTpZY1bMA6jVVZpOCwqY8_acnEmm7zghhZJZkA,Software Engineer,,,13,0,142001.0,0
63,SR. DATA ANALYST,99000.0,106000.0,0.0,0.0,1.0,South Fulton Recording Studio,,5.0,10.0,Full-time,healthinsurance,"visio,sql,r,python,analysisskills,organizationalskills,datavisualization,communicationskills,bachelor'sdegree",https://www.simplyhired.com/job/-TRSI5bLWeFygqJTOEkz1-OAls5Hv1N8wH7adJnEEaa4E-grvQsLkA,Analyst,senior,,9,1,102500.0,1
64,Data Engineer (Remote),79100.0,100000.0,0.0,0.0,1.0,"Patterson Companies, Inc.",3.2,4.0,10.0,nan,nan,"datascience,3years,computerscience,bachelor'sdegree",https://www.simplyhired.com/job/JFu6pXogGlj9InJlnHfilwJrpNEcEtpNOE_eHAgd03EiBWNxvbmGug,Data Engineer,,Remote,4,0,89550.0,0
65,QA Analyst,60280.0,72580.0,1.0,0.0,0.0,Helix tech IT Solutions,,,,Full-time,"healthinsurance,dentalinsurance,401(k)","qualityassurance,windows,c++,selenium,computerscience,communicationskills,mvc,operatingsystems,3years,ant,bachelor'sdegree,php,softwaretesting,under1year,1year,testautomation,azure,ui,sql,2years",https://www.simplyhired.com/job/yws21qlUghTFHbk0ddTSJ37d5SiCcdWyLVNM3fjFoD1b2TyYIK95cw,Analyst,,,20,3,66430.0,1
66,Associate Software Engineer (Remote),72200.0,91500.0,0.0,0.0,1.0,"Patterson Companies, Inc.",3.2,3.0,10.0,nan,nan,"windows,c++,oop,computerscience,communicationskills,devops,associate'sdegree,operatingsystems,c#,management,bachelor'sdegree,databasedesign,.net,1year,github,azure,sql,visualstudio,applicationdevelopment,apis",https://www.simplyhired.com/job/poRz-cyHUGfVZ0EViZmY_Y738kF0BVaqDySYZEXEQsSYT9SJcu4JSw,Software Engineer,,Remote,20,0,81850.0,0
67,Jr. Business Analyst-Marketing,53500.0,67700.0,0.0,0.0,1.0,Railbookers Group,3.6,,,Full-time,"healthinsurance,gymmembership,disabilityinsurance,employeeassistanceprogram,401(k)matching,paidtimeoff,healthsavingsaccount,dentalinsurance,lifeinsurance,referralprogram,employeediscount,visioninsurance,workfromhome,401(k)","business,microsoftexcel,analysisskills,googleanalytics,communicationskills,bachelor'sdegree,marketing",https://www.simplyhired.com/job/TEsfINBNpBJ-g9lbmSMi-LFNk5Eg4YDpiEtt5w4xm0vGNGjHe5kCRw,Analyst,junior,,7,14,60600.0,1
68,Junior Tester,58200.0,73600.0,0.0,0.0,1.0,Astor & Sanders Corp,2.8,,,Full-time,"healthinsurance,tuitionreimbursement,401(k)matching,dentalinsurance,401(k)","agile,ccnasecurity,iat,selenium,c#,computerscience,comptiacysa+,comptiasecurity+,iatlevelii,sscp,sdlc,microsoftsqlserver,communicationskills,gicsp,bachelor'sdegree,1year,cnd,relationaldatabases",https://www.simplyhired.com/job/APovDpT6I-nQcXer0Sk5quhbHd1RQTWugzeZcqabv72askbltfH-Zw,Others,junior,,18,5,65900.0,1
69,Product Analyst Specialist,70000.0,90000.0,0.0,0.0,1.0,SparkX Marketing Co. Limited,,6.0,10.0,nan,"healthinsurance,opportunitiesforadvancement,dentalinsurance,visioninsurance,unlimitedpaidtimeoff","technicalsupport,computerscience,mandarin,sql,python,analysisskills,1year,ai,communicationskills,bachelor'sdegree,productdevelopment",https://www.simplyhired.com/job/3E74xEgrFd_8eoEIOezYnGpImMj8OYlqH86r-n6n44qVVf4oVaXP2g,Analyst,,,11,5,80000.0,0
70,"Jr Data Engineer, Technical Services",60000.0,80000.0,0.0,0.0,1.0,"Adswerve, Inc",5.0,,,nan,"healthinsurance,workfromhomestipend,disabilityinsurance,paidparentalleave,employeeassistanceprogram,401(k)matching,paidtimeoff,referralprogram,dentalinsurance,lifeinsurance,401(k)5%match,on-the-jobtraining,parentalleave,flexibleschedule,workfromhome,continuingeducationcredits,401(k),visioninsurance","azure,googlecloudplatform,javascript,analytics,computerscience,sql,python,html5,management,googletagmanager,communicationskills,aws,bachelor'sdegree,1year,full-stackdevelopment",https://www.simplyhired.com/job/VQ5OSLHeT6yeQHZ3a6-Ct9b33bb1kjnzdxHuPfwdhoRvEA12-1cWtw,Data Engineer,junior,,15,18,70000.0,0
71,Quality Control Tester,95000.0,105000.0,0.0,0.0,1.0,"Nationwide IT Services, Inc",3.2,22.0,9.0,Full-time,"healthinsurance,disabilityinsurance,tuitionreimbursement,employeeassistanceprogram,401(k)matching,commuterassistance,paidtimeoff,dentalinsurance,flexibleschedule,visioninsurance,petinsurance,401(k)","kanban,testautomation,scrum,continuousintegration,agile,qualitycontrol,computerscience,jira,softwaretesting,communicationskills,responsivewebdesign,bachelor'sdegree,nis,webaccessibility",https://www.simplyhired.com/job/VKIUx0jADz9Gp3WdgPI8DCwHjFtoZkzLwJ8M9bgoDoR5skLrAOJdUA,Quality Assurance Engineer,,,14,12,100000.0,1
72,Software Engineer,80000.0,120000.0,0.0,0.0,1.0,WPROMOTE,,,,Full-time,"healthinsurance,disabilityinsurance,paidparentalleave,401(k)matching,dentalinsurance,lifeinsurance,flexibleschedule,parentalleave,unlimitedpaidtimeoff,petinsurance,401(k),visioninsurance","computerscience,git,react,communicationskills,django,continuousimprovement,cloudinfrastructure,analysisskills,rest,bachelor'sdegree,agile,python,sdlc,softwaredevelopment,ai,github,sql,2years,debugging,digitalmarketing",https://www.simplyhired.com/job/9zu6t1jHgSK_iWOENQrTlpAhDYLUWNZwBMK4_TUkUnDHlskE_DsVKw,Software Engineer,,,20,12,100000.0,1
73,Jr QA,65800.0,83400.0,0.0,0.0,1.0,techgenies,4.0,,,Full-time,nan,"english,qualityassurance,continuousintegration,selenium,computerscience,communicationskills,master'sdegree,jenkins,perforce,engineering,rest,analysisskills,bachelor'sdegree,kanban,scrum,agile,github,java,gitlab,scala",https://www.simplyhired.com/job/z3RzoTnKKyxQ5fADI3KsxGezPyG37LafmbugtG-Z1XsHQ0bzSFWIoQ,Others,junior,,20,0,74600.0,1
74,IT Database Administrator (FT) Remote Position,63200.0,80000.0,0.0,0.0,1.0,Ballad Health,2.9,,,Full-time,nan,"customerservice,associate'sdegree,computerscience,5years,analysisskills,organizationalskills,communicationskills,bachelor'sdegree",https://www.simplyhired.com/job/etfIHjsv1BYf5o2hP9znvGiHE1pPAiHIuCTSk1mebVQhicAgzvp-eg,IT Engineer,,Remote,8,0,71600.0,1
75,Data and Reporting Analyst,71000.0,89900.0,0.0,0.0,1.0,Cascade Financial Services,3.2,29.0,9.0,nan,"healthinsurance,401(k)matching,paidtimeoff,dentalinsurance,visioninsurance,401(k)","datamining,banking,computerskills,business,microsoftoffice,bachelor'sdegree,analytics,computerscience,python,tableau,3years,analysisskills,microsoftsqlserver,bachelorofscience",https://www.simplyhired.com/job/XfZ7EA8l3SNHVftFGbFxEo7kg9ByoMk-Kz1w0rZbIaZ2QXwm3ZCL4Q,Analyst,,,14,6,80450.0,0
76,Data Analyst,79000.0,96000.0,0.0,0.0,1.0,KesarWeb,,,,Full-time,nan,"xml,datamining,databasedesign,computerskills,spss,mathematics,javascript,bachelor'sdegree,microsoftexcel,sql,processimprovement,analysisskills,etl,bachelorofscience,1year,statistics,sas",https://www.simplyhired.com/job/TjuaKRxSUo-EVBWa3ruho8inRNmO_8_A6dXESHsvMJENfAkBaRfNsQ,Analyst,,,17,0,87500.0,1
77,Data Analyst,89300.0,113000.0,0.0,0.0,1.0,Premier International,5.0,,,nan,"healthinsurance,disabilityinsurance,401(k)matching,paidtimeoff,referralprogram,dentalinsurance,lifeinsurance,visioninsurance,401(k)","databasedesign,azure,datamodeling,datascience,computerscience,spark,sql,python,tableau,analysisskills,machinelearning,aws,datagovernance,bachelor'sdegree,etl,powerbi,datavisualization,communicationskills",https://www.simplyhired.com/job/mqLjOHrITx7sIpYZnNvpQ0Lz13YkbNr4sIJriMd61bpL1--FP95GxA,Analyst,,,18,9,101150.0,0
78,IT Compliance Analyst,65000.0,90000.0,0.0,0.0,1.0,Summit 7 Systems,,,,Full-time,"dentalinsurance,401(k),401(k)matching","customerservice,writingskills,it,cmmc,microsoftword,microsoftoffice,microsoftexcel,associate'sdegree,fedramp,computerscience,microsoftpowerpoint,3years,analysisskills,organizationalskills,communicationskills,niststandards,technicalwriting",https://www.simplyhired.com/job/Xu4ingiMS0d5CO-eocPBYxgfF689B1BY-VKmn6XzZnyDVyZGsA1d2g,Analyst,,,17,3,77500.0,1
79,"Jr. IT Administrator (Remote, U.S.)",63200.0,80000.0,0.0,0.0,1.0,Uniguest,3.2,29.0,9.0,Full-time,"healthinsurance,opportunitiesforadvancement,employeeassistanceprogram,401(k)matching,paidtimeoff,referralprogram,dentalinsurance,parentalleave,401(k),visioninsurance","windows,multilingual,computerscience,linux,communicationskills,softwaretroubleshooting,iaas,cloudinfrastructure,vmware,bachelor'sdegree,macos,dhcp,cloudarchitecture,microsoftoffice,aws,softwaredevelopment,azure,computerskills,customerservice,activedirectory,dns,sql",https://www.simplyhired.com/job/JpQy4Hwq4zWekHU-0z1lUH2F8zu5-i9Joiw1_U5Ir2f1Liak1LiJpg,IT Engineer,junior,Remote,22,10,71600.0,1
80,"Support Specialist, Contract",,50000.0,1.0,0.0,0.0,Handshake,3.8,4.0,10.0,"Full-time,Contract","healthinsurance,workfromhomestipend,paidparentalleave,employeeassistanceprogram,401(k)matching,dentalinsurance,parentalleave,401(k),visioninsurance","customerservice,under1year,computerscience,zendesk,communicationskills,dataanalysisskills,customersupport",https://www.simplyhired.com/job/L347dieFM5ycDcvy8wqYIjFbOhOfFMBF4Z2glTHJ-9qjEk6atG9cKg,Others,,,7,9,,2
81,Data Analyst,87400.0,111000.0,0.0,0.0,1.0,NationsBenefits,2.7,28.0,9.0,Full-time,opportunitiesforadvancement,"bachelor'sdegree,analytics,computerscience,databasemanagement,sql,r,tableau,3years,regressionanalysis,python,datavisualization,communicationskills,dataanalysisskills,powerbi",https://www.simplyhired.com/job/Y6_o2EFwnKewJv7TAyWL46imCM4A0ya-pmn8MSa7SrlVF6QAJ4pZNg,Analyst,,,14,1,99200.0,1
82,Data Visualization Analyst,63000.0,88000.0,0.0,0.0,1.0,"JJR Solutions, LLC",4.9,26.0,9.0,Full-time,"healthinsurance,disabilityinsurance,401(k)matching,paidtimeoff,healthsavingsaccount,dentalinsurance,flexibleschedule,ad&dinsurance,401(k),visioninsurance","business,microsoftoffice,healthcareadministration,computerscience,sql,2years,bachelor'sdegree,powerbi,sas",https://www.simplyhired.com/job/kCmjM3B215MRbJBcocIS7FpqdkYVLri2OyjchsHT5H_zJ0gB7gzJ5w,Analyst,,,9,10,75500.0,1
83,Technical Support Agent (Remote),38000.0,46000.0,1.0,0.0,0.0,PAR,3.7,,,nan,nan,"pos,computerskills,customerservice,windows,restaurantexperience,associate'sdegree,computerscience,computernetworking,management,analysisskills,communicationskills,comptiaa+,helpdesk,1year,typing,softwaretroubleshooting",https://www.simplyhired.com/job/BHpljIM_TB1UHybbD8whGZ6iuGj6NLwl3GpGdZ9y8q0N0m-vrBKRag,Others,,Remote,16,0,42000.0,0
84,"Ring System Administrator, Ring Community Support",,58600.0,0.0,0.0,1.0,Amazon.com Services LLC,3.5,6.0,10.0,Full-time,healthinsurance,"computerengineering,scrum,shellscripting,agile,bachelor'sdegree,systemsanalysis,computerscience,slack,jira,python,3years,management,analysisskills,powershell,debugging,softwareengineering,confluence,bash",https://www.simplyhired.com/job/M50XsokPdpY8u1vmWOED6xnfzunM5MOzlcbUSPphMJqXO1g-oRTMwA,Administrator,,,18,1,,1
85,Desktop Support Specialist,36100.0,45700.0,0.0,0.0,1.0,AITS,3.4,,,Part-time,"paidtimeoff,flexibleschedule","customerservice,it,mcp,css,associate'sdegree,computerscience,helpdesk,2years,communicationskills,comptiaa+,lan,mcse,softwaretroubleshooting",https://www.simplyhired.com/job/GGZr0aVknK5ey4oKdski1mjp3y0FlV2c34d3LnVs0c9Z1oF_eUjxVQ,Others,,,13,2,40900.0,1
86,Associate Technical Support Specialist,42900.0,54300.0,0.0,0.0,1.0,Caidya,3.7,,,nan,nan,"computerskills,customerservice,windows,triage,microsoftoffice,technicalsupport,associate'sdegree,computerscience,1year,softwaretroubleshooting",https://www.simplyhired.com/job/uRr4J9BhPjK5kI7TBHFkZQFUoxdJEJ4gm0lsz-Tdg_b8MbM13cubHA,Others,,,10,0,48600.0,0
87,Quality Assurance Tester,65300.0,82700.0,0.0,0.0,1.0,Solve Education,1.0,,,Full-time,"internetreimbursement,meals&incidentalsstipend","testautomation,qualityassurance,writingskills,ui,engineering,selenium,computerscience,designpatterns,gitlab,communicationskills,bachelor'sdegree,softwarequalityassurance",https://www.simplyhired.com/job/rwjyD8cRrXiQ_msbfmeh9XogrTPFpXsvq7269KN2wXYx1kc-BRRf4Q,Quality Assurance Engineer,,,12,2,74000.0,1
88,Staff Typescript engineer (remote),124000.0,157000.0,0.0,0.0,1.0,Xata.io,4.0,30.0,9.0,nan,"paidtimeoff,flexibleschedule,stockoptions","nosql,typescript,vue.js,javascript,bachelor'sdegree,management,react,master'sdegree,bachelorofscience,sdks",https://www.simplyhired.com/job/YWJf5Tb3Tr6JMqM3FUqvQ1ag24_pfsVdtivkSfeTx5qTWgL0QUH5Ag,Others,,Remote,10,3,140500.0,0
89,Software Engineer I,51000.0,98400.0,0.0,0.0,1.0,Principal Financial Group,3.9,4.0,10.0,Full-time,nan,"1year,associate'sdegree,computerscience,bachelor'sdegree",https://www.simplyhired.com/job/KOlK5R30vlKpIBvDyoqK8bE-STnfRWmVGYk_zpzbjI2AuQ2CkyYoSg,Software Engineer,,,4,0,74700.0,1
90,IT Specialist,63600.0,80500.0,0.0,0.0,1.0,Homelink Corporation,3.9,,,Full-time,nan,"customerservice,it,computerscience,helpdesk,organizationalskills,2years,communicationskills,bachelor'sdegree,softwaretroubleshooting",https://www.simplyhired.com/job/nIgn-OIBDHsj8fOCmHovF_TGXtSgLrG5C8XklxWjxv4hvCkod8W1Pg,IT Engineer,,,9,0,72050.0,1
91,Technical Support Analyst,58100.0,73600.0,0.0,0.0,1.0,Qualityze,,,,Full-time,nan,"computerskills,salesforcecertification,it,mobiledevices,technicalsupport,enterprisesoftware,computerscience,remoteaccesssoftware,3years,communicationskills,bachelor'sdegree,customersupport,softwaretroubleshooting",https://www.simplyhired.com/job/6Cy1-MSX3FgnGPsJGB8tqjjSqWMcFkHsdwYTZJG4uJIJw_nn8nDipQ,Analyst,,Remote,13,0,65850.0,1
92,QA Tester,84100.0,107000.0,0.0,0.0,1.0,F&M Technologies,,,,nan,nan,"java,writingskills,javascript,agile,bachelor'sdegree,selenium,computerscience,3years,rest,analysisskills,communicationskills,bachelorofscience,microservices",https://www.simplyhired.com/job/M3MBeU2n5nUVeIsK-pStHLNyctimnlXDnik4t3mZqyWJuXErHIdgTQ,Others,,,13,0,95550.0,0
93,Data Engineer,90000.0,120000.0,0.0,0.0,1.0,LightBox,4.1,28.0,9.0,Full-time,"healthinsurance,tuitionreimbursement,401(k)matching,paidtimeoff,healthsavingsaccount,dentalinsurance,professionaldevelopmentassistance,flexibleschedule,lifeinsurance,parentalleave,relocationassistance,referralprogram,retirementplan,401(k),flexiblespendingaccount,visioninsurance","microsoftword,computerscience,git,communicationskills,arcgis,organizationalskills,bachelor'sdegree,postgresql,gis,microsoftoffice,microsoftexcel,datawarehouse,python,microsoftaccess,relationaldatabases,geographicinformationsystems,sql,microsoftpowerpoint,2years,apis,databases",https://www.simplyhired.com/job/Ss_kOGiGvoHgE43Qg_QBCAALXDe1aQjGqwFeMG7NN9VmGJBDwimJGQ,Data Engineer,,,21,16,105000.0,1
94,Hardware Data Analyst,52600.0,66600.0,0.0,0.0,1.0,HARDT HOLDINGS LLC,,5.0,10.0,Full-time,nan,"microsoftoffice,bachelor'sdegree,3years,highschooldiplomaorged,analysisskills,dataanalysisskills",https://www.simplyhired.com/job/OXnAdQJME5jVCKo40QotGqWSjQ4Twb52UnLS2k0CTGB8xR6WZfqRvA,Analyst,,,6,0,59600.0,1
95,Systems Analyst I,62100.0,78600.0,0.0,0.0,1.0,B.E.A.T. LLC,3.5,,,Full-time,"healthinsurance,dentalinsurance,401(k)","1year,computerskills,comptiasecurity+,bachelor'sdegree",https://www.simplyhired.com/job/2MrmTBUK3HJ8yWNE6L58r7nUOvXkUVst5jOTJsQ9cIQIA9HNV-b7mQ,Analyst,,,4,3,70350.0,1
96,Database Administrator,83600.0,106000.0,0.0,0.0,1.0,Berkshire Hathaway Direct Insurance Company,3.9,,,Full-time,nan,"t-sql,azure,computerscience,sql,4years,microsoftsqlserver,bachelor'sdegree,paas,databaseadministration",https://www.simplyhired.com/job/d5KqIAAPCz_kLP2eXtGkYrNNWxRaNZ6EMS2eVKhgJdCSaTUGBc1n4w,Administrator,,,9,0,94800.0,1
97,Software Engineer,105000.0,133000.0,0.0,0.0,1.0,Ford Motor Company,4.1,6.0,10.0,Full-time,"healthinsurance,tuitionreimbursement,prescriptiondruginsurance,paidtimeoff,dentalinsurance,employeediscount,parentalleave","java,azure,electricalengineering,googlecloudplatform,computerscience,c#,cloudcomputing,2years,aws,softwaredevelopment,bachelor'sdegree,communicationskills",https://www.simplyhired.com/job/y7U8ozUe1hYhQHdR14NTYKN-hRBOW06D3esADjGTyYai3m12SU4hqA,Software Engineer,,,12,7,119000.0,1
98,Data Scientist (Remote),,,,,,Vail Resorts,3.8,,,Full-time,"healthinsurance,disabilityinsurance,paidparentalleave,parentalleave,paidtimeoff,dentalinsurance,ad&dinsurance,401(k),flexiblespendingaccount,visioninsurance","computerscience,sql,python,ci/cd,machinelearning,1year,communicationskills,datascience",https://www.simplyhired.com/job/aGnsPm5hnU1l-Rg44lwhkWE4HgAjOU9rOrMB8_LtHhOhSYpuMJ9LDA,Data Scientist,,Remote,8,10,,1
99,Database Administrator (Mid Level),102000.0,130000.0,0.0,0.0,1.0,CRATE & BARREL,3.6,,,Full-time,nan,"azure,cloudarchitecture,oracle,db2,googlecloudplatform,computerscience,cloudinfrastructure,sdlc,microsoftsqlserver,aws,businessrequirements,bachelor'sdegree,communicationskills,leadership",https://www.simplyhired.com/job/hsShrf2WamvMW9uJKGpYu8bdTrhgItdvg8U0YQysOduALi8Hd_5Idw,Administrator,senior,,14,0,116000.0,1
100,Data Product Analyst,70000.0,110000.0,0.0,0.0,1.0,KeyBank,3.5,,,Full-time,nan,"agile,financialservices,analytics,sql,python,tableau,2years,master'sdegree,communicationskills,bachelor'sdegree,powerbi,sas",https://www.simplyhired.com/job/JnSuuVKL4oe1v5luQ1Tu8sBXhIlwWA08T9J9pkvmAAZrjVf46Vs9kw,Analyst,,,12,0,90000.0,1
101,Software Engineer,89100.0,113000.0,0.0,0.0,1.0,"FreightWaves, Inc.",,,,Full-time,"healthinsurance,gymmembership,disabilityinsurance,401(k)matching,dentalinsurance,lifeinsurance,stockoptions,visioninsurance,workfromhome,401(k)","go,c#,computerscience,python,rest,back-enddevelopment,json,2years,apis,graphql",https://www.simplyhired.com/job/v_NVifiwkplI_JSyKD1wrCv9ccMrpQcXIIvn3z0xX8BAeJUtS2ljHA,Software Engineer,,,10,10,101050.0,1
102,"Specialist, Digital Asset",67800.0,85900.0,0.0,0.0,1.0,The Hershey Company,3.7,,,nan,nan,"filming,adobeexperiencemanager,microsoftexcel,metadata,computerscience,taxonomy,jira,microsoftpowerpoint,organizationalskills,communicationskills,bachelor'sdegree,1year,photography",https://www.simplyhired.com/job/yyrUFpBg4j4FaG_yB_HDGsUmxwnJ0ksmznpqjQB3BXkxB73AnumYmQ,Others,,,13,0,76850.0,0
103,Product Support Technician,55900.0,70700.0,0.0,0.0,1.0,Zimmer Biomet,3.5,26.0,9.0,Full-time,"healthinsurance,disabilityinsurance,employeeassistanceprogram,paidtimeoff,dentalinsurance,visioninsurance,wellnessprogram","english,computerskills,it,computerscience,highschooldiplomaorged,2years,communicationskills,bachelor'sdegree,maintenance,customersupport",https://www.simplyhired.com/job/2qRGOV3h8sdrTRujvKeb2QYHI3-aQAS1YQNshMmTD75FefqjScF1ew,Others,,,10,7,63300.0,1
104,Technical Support Specialist,58900.0,74600.0,0.0,0.0,1.0,Rampiva,,,,Full-time,nan,"azure,windows,desktopsupport,microsoftoffice,technicalsupport,computerscience,servicenow,jira,remoteaccesssoftware,linux,python,helpdesk,communicationskills,aws,microsoftwindowsserver,ruby,scripting,softwaretroubleshooting",https://www.simplyhired.com/job/rZ29lGmJmjgZ9hRRCPyckCXf-Y5QDi7W9VIZlntRYDuUann6jnIGew,Others,,Remote,18,0,66750.0,1
